DRUG_ID,SCAN_DRUGID_COSMICID_KEY,COSMIC_ID,DF,MAX_CONC,fd_num_0,fd_num_1,fd_num_2,fd_num_3,fd_num_4,fd_num_5,norm_cells_0,norm_cells_1,norm_cells_2,norm_cells_3,norm_cells_4,norm_cells_5,param_1,param_2,param_3,param_4,ARID1A_mut,ARID2_mut,BRAF_mut,CDKN2A_mut,EZH2_mut,MECOM_mut,NF1_mut,NRAS_mut,PLCB1_mut,PTEN_mut,TP53_mut,loss.cnaSKCM3,loss.cnaSKCM4..BNC2.CDKN2A.JAK2.PSIP1.,loss.cnaSKCM5..PAX5.,loss.cnaSKCM9,gain.cnaSKCM12..KRAS.,gain.cnaSKCM21..FOXP1.MITF.,loss.cnaSKCM22,loss.cnaSKCM23,loss.cnaSKCM24..loss.cnaSKCM25,loss.cnaSKCM26,loss.cnaSKCM27..CASP1.,loss.cnaSKCM28,loss.cnaSKCM30
1371,64496_1371_1287706_0,1287706,4,10,0,0.111111111,0.333333333,0.555555556,0.777777778,1,1,1,1,0.607194714,0.40925632,0.275866371,0.507381859,1.436670465,-12.45473821,0.319663561,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1371,64321_1371_910921_0,910921,4,10,0,0.111111111,0.333333333,0.555555556,0.777777778,1,1,0.991298118,0.83776101,0.633553114,0.524002523,0.387105555,0.435936364,1.244977071,-4.079858609,0.308763954,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1371,58158_1371_906793_0,906793,4,10,0,0.111111111,0.333333333,0.555555556,0.777777778,1,1,0.978984075,0.612065148,0.377178966,0.18974522,0.099515707,0.368302759,0.874496165,-4.922513847,0.064836606,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1371,58183_1371_906830_0,906830,4,10,0,0.111111111,0.333333333,0.555555556,0.777777778,1,1,1,0.997012385,0.757089271,0.53188015,0.152639884,0.94739779,0.725150523,-4.805265464,-0.340933424,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1
1371,77147_1371_910853_0,910853,4,10,0,0.111111111,0.333333333,0.555555556,0.777777778,1,1,0.986094059,0.980815337,1,1,0.779664224,1.022504151,0.885376608,-70.06815958,-0.136080918,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1371,78951_1371_906818_2,906818,4,10,0,0.111111111,0.333333333,0.555555556,0.777777778,1,1,0.98557108,0.73498574,0.506803467,0.392995049,0.313139412,0.33238013,1.261944689,-5.846764036,0.306748113,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1371,77875_1371_1240125_0,1240125,4,10,0,0.111111111,0.333333333,0.555555556,0.777777778,1,1,0.972269897,1,0.855273555,0.476736959,0.421744131,0.594973318,1.749931886,-15.39192968,0.420950666,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1371,77331_1371_906813_0,906813,4,10,0,0.111111111,0.333333333,0.555555556,0.777777778,1,1,0.97680257,0.966708521,0.926512744,0.732392967,0.122315199,1.462860027,0.228887406,-6.198731604,-3.378702208,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1371,63123_1371_687448_0,687448,4,10,0,0.111111111,0.333333333,0.555555556,0.777777778,1,1,0.888905386,0.902123287,0.796225103,0.558570163,0.561674179,0.529530796,2.626987692,-16.38644912,0.552355835,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1371,63260_1371_753545_0,753545,4,10,0,0.111111111,0.333333333,0.555555556,0.777777778,1,1,0.915096439,0.741968385,0.586014265,0.365724599,0.289824543,0.441661551,0.949378807,-3.331784973,0.143894935,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1371,73168_1371_753546_0,753546,4,10,0,0.111111111,0.333333333,0.555555556,0.777777778,1,1,0.89321549,0.914656691,0.836676341,0.692511131,0.55525491,0.813888584,1.371995223,-3.707177881,0.25599471,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0
1371,77142_1371_906865_0,906865,4,10,0,0.111111111,0.333333333,0.555555556,0.777777778,1,1,1,0.995911956,0.924868315,0.526885147,0.315113844,0.694300419,1.418711226,-12.76925739,0.295511316,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1371,77743_1371_1240130_0,1240130,4,10,0,0.111111111,0.333333333,0.555555556,0.777777778,1,1,1,0.726735215,0.278562228,0.051742409,0.032362221,0.432582661,0.98280181,-8.888638293,0.01887337,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1371,77677_1371_910932_0,910932,4,10,0,0.111111111,0.333333333,0.555555556,0.777777778,1,1,0.900016501,0.918462129,0.870221174,0.965502667,0.791136605,1.034113945,0.845467,-63.8527098,-0.251937406,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1371,80683_1371_907058_1,907058,4,10,0,0.111111111,0.333333333,0.555555556,0.777777778,1,1,0.950142626,0.994611469,1,0.970530297,0.835260959,0.781032486,6.625695974,-81.42070596,0.835260975,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1371,73520_1371_907067_0,907067,4,10,0,0.111111111,0.333333333,0.555555556,0.777777778,1,1,1,0.976944752,0.720363594,0.530308664,0.346087034,0.593447043,1.350962096,-6.377117117,0.287883154,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1371,77540_1371_1298144_0,1298144,4,10,0,0.111111111,0.333333333,0.555555556,0.777777778,1,1,1,0.827921159,0.642011495,0.594339209,0.524781402,0.283709635,1.978906129,-7.23135889,0.539700195,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1371,58160_1371_907169_0,907169,4,10,0,0.111111111,0.333333333,0.555555556,0.777777778,1,1,1,1,0.940532388,0.842656556,0.631121402,1.021617594,1.156814352,-5.261441,0.143377639,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1371,75849_1371_1240153_0,1240153,4,10,0,0.111111111,0.333333333,0.555555556,0.777777778,1,1,0.916416956,0.548118436,0.134386488,0.085847354,0.097846673,0.32504876,1.090331965,-11.68202416,0.084401731,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1
1371,80341_1371_907171_0,907171,4,10,0,0.111111111,0.333333333,0.555555556,0.777777778,1,1,0.950802055,0.971096614,0.997632832,0.760310247,0.514682426,0.769700455,2.149610857,-80.86148648,0.514682404,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1371,77818_1371_907172_0,907172,4,10,0,0.111111111,0.333333333,0.555555556,0.777777778,1,1,1,0.885606867,0.964631712,0.733579794,0.540718359,0.763100644,2.37055942,-70.50290467,0.540718319,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1371,77452_1371_1298160_0,1298160,4,10,0,0.111111111,0.333333333,0.555555556,0.777777778,1,1,0.906455879,0.712690125,0.460204142,0.366462928,0.333109387,0.292901473,1.344160112,-6.394747054,0.321097366,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1371,58909_1371_905974_0,905974,4,10,0,0.111111111,0.333333333,0.555555556,0.777777778,1,1,0.983533964,0.965570457,1,0.776662488,0.643162274,0.759562723,2.906014889,-83.59565985,0.643162248,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1371,76966_1371_905975_0,905975,4,10,0,0.111111111,0.333333333,0.555555556,0.777777778,1,1,1,0.96508034,0.588191999,0.372795483,0.293063212,0.496182129,1.444485702,-12.55196529,0.315434933,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1371,77087_1371_908124_0,908124,4,10,0,0.111111111,0.333333333,0.555555556,0.777777778,1,1,1,0.923070357,0.525319183,0.276824818,0.229330065,0.491325236,1.294409716,-11.52613777,0.233221879,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1371,78220_1371_908125_1,908125,4,10,0,0.111111111,0.333333333,0.555555556,0.777777778,1,1,0.969939166,0.954116175,0.960369606,0.982528381,0.897195684,1.035179697,1.200121557,-60.08335908,0.140142541,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
1371,77526_1371_925339_0,925339,4,10,0,0.111111111,0.333333333,0.555555556,0.777777778,1,1,0.785852408,0.682582487,0.365871442,0.274693208,0.15742278,0.318673733,0.509607718,-2.281741969,-0.034855584,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1371,78820_1371_753596_0,753596,4,10,0,0.111111111,0.333333333,0.555555556,0.777777778,1,1,0.959527853,0.853582243,0.654613399,0.540776987,0.44751809,0.389629393,1.559148969,-5.036532355,0.410567607,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1371,77436_1371_908128_0,908128,4,10,0,0.111111111,0.333333333,0.555555556,0.777777778,1,1,0.954419616,0.939852751,0.902652654,0.985861353,0.923179927,-0.121985899,8.180560168,-16.93076013,0.93776529,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0
1371,77842_1371_909723_0,909723,4,10,0,0.111111111,0.333333333,0.555555556,0.777777778,1,1,0.974034987,0.959311252,0.862745261,0.627854247,0.417792304,0.702081177,1.475845483,-7.080066459,0.314661374,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1371,77676_1371_909725_0,909725,4,10,0,0.111111111,0.333333333,0.555555556,0.777777778,1,1,0.935364494,0.868569029,0.675735279,0.506242865,0.412285708,0.467681481,1.517226713,-5.355675533,0.358674529,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1371,63353_1371_905954_0,905954,4,10,0,0.111111111,0.333333333,0.555555556,0.777777778,1,1,0.881347589,0.808049661,0.62992667,0.433261932,0.297941387,0.65676877,0.884160885,-2.84889486,0.0107427,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0
1371,78121_1371_909724_0,909724,4,10,0,0.111111111,0.333333333,0.555555556,0.777777778,1,1,1,0.936212442,0.827938824,0.506253237,0.419041668,0.589143123,1.698427301,-10.42928698,0.401117552,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1371,77624_1371_909726_0,909726,4,10,0,0.111111111,0.333333333,0.555555556,0.777777778,1,1,0.982941319,0.905283472,1,0.894873734,1,0.080570524,20.01365004,-76.60644439,0.950039298,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1371,81761_1371_909727_0,909727,4,10,0,0.111111111,0.333333333,0.555555556,0.777777778,1,1,0.924819846,0.897085222,0.73562879,0.818105197,0.773061439,0.322212673,5.352991592,-95.06358188,0.775598486,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
1371,80079_1371_905977_0,905977,4,10,0,0.111111111,0.333333333,0.555555556,0.777777778,1,1,0.805082836,0.850483119,0.502797351,0.299435513,0.229694055,0.47924658,1.449918667,-9.649503671,0.232494226,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0
1371,64610_1371_905976_0,905976,4,10,0,0.111111111,0.333333333,0.555555556,0.777777778,1,1,0.916741353,0.689014533,0.418525581,0.360081708,0.223703799,0.310209184,0.992006694,-4.432280399,0.201295332,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0
1371,77962_1371_909784_0,909784,4,10,0,0.111111111,0.333333333,0.555555556,0.777777778,1,1,0.924686855,1,1,0.745502813,0.59098433,0.764320344,2.56287128,-101.3000542,0.590984344,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0
1371,64717_1371_1299078_0,1299078,4,10,0,0.111111111,0.333333333,0.555555556,0.777777778,1,1,1,0.725121453,1,0.607273428,0.896211225,0.173913621,5.185274673,-128.8776961,0.807151511,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0
1371,77996_1371_1240226_0,1240226,4,10,0,0.111111111,0.333333333,0.555555556,0.777777778,1,1,1,0.899314742,0.758465332,0.695376478,0.59376235,0.349545533,1.830696558,-3.910413586,0.533791802,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1371,65029_1371_1299080_0,1299080,4,10,0,0.111111111,0.333333333,0.555555556,0.777777778,1,1,0.74819927,0.750630978,0.414778015,0.351509825,0.253703867,0.245526831,0.380620674,-1.698217641,-0.004337456,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1371,78546_1371_1299081_0,1299081,4,10,0,0.111111111,0.333333333,0.555555556,0.777777778,1,1,1,0.857616305,1,0.691077869,0.603727053,0.753787848,2.772563551,-90.05866219,0.603727042,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1373,64496_1373_1287706_0,1287706,4,10,0,0.111111111,0.333333333,0.555555556,0.777777778,1,1,0.26575678,0.237284303,0.18119915,0.216758048,0.287859996,-0.154459175,-6.570421094,-13.35641885,0.230349508,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1373,58181_1373_906793_0,906793,4,10,0,0.111111111,0.333333333,0.555555556,0.777777778,1,1,0.232300754,0.193132059,0.150352677,0.116432179,0.203669277,-0.613042463,-16.63919016,-4.699300822,0.160077842,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1373,58183_1373_906830_0,906830,4,10,0,0.111111111,0.333333333,0.555555556,0.777777778,1,1,0.322039972,0.233821099,0.205202646,0.249938556,0.350092971,0.073794821,1.346019495,-72.04546646,0.259763817,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1
1373,77147_1373_910853_0,910853,4,10,0,0.111111111,0.333333333,0.555555556,0.777777778,1,1,0.967353868,0.890936234,0.395479376,0.332053371,0.517205635,0.34267208,1.758198046,-114.7232655,0.4149128,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1373,77875_1373_1240125_0,1240125,4,10,0,0.111111111,0.333333333,0.555555556,0.777777778,1,1,0.647918951,0.328849389,0.212627382,0.199502873,0.304880424,0.046565202,0.654246266,-8.879888763,0.239123732,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1373,72825_1373_906814_0,906814,4,10,0,0.111111111,0.333333333,0.555555556,0.777777778,1,1,1,1,0.957111524,0.786892125,1,0.537133049,9.384917924,-100.098303,0.893446058,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1373,77331_1373_906813_0,906813,4,10,0,0.111111111,0.333333333,0.555555556,0.777777778,1,1,0.995353577,0.949728742,0.863498594,0.571829167,0.977007863,0.53624419,4.824494537,-96.13193872,0.774418503,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1373,63123_1373_687448_0,687448,4,10,0,0.111111111,0.333333333,0.555555556,0.777777778,1,1,0.440965657,0.401197407,0.286813712,0.232255338,0.424502239,-0.47636405,-8.088419195,-4.741475427,0.325025969,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1373,63260_1373_753545_0,753545,4,10,0,0.111111111,0.333333333,0.555555556,0.777777778,1,1,0.176168513,0.290970684,0.213245291,0.173039364,0.33390552,-0.017700339,-8.09387157,-126.6230863,0.237465857,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1373,73168_1373_753546_0,753546,4,10,0,0.111111111,0.333333333,0.555555556,0.777777778,1,1,0.7055286,0.603175147,0.581414307,0.914393627,0.864883685,-0.017332151,-4.542959418,-122.1037542,0.733879036,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0
1373,77142_1373_906865_0,906865,4,10,0,0.111111111,0.333333333,0.555555556,0.777777778,1,1,0.323210467,0.304317276,0.268509621,0.268082679,0.409172155,0.016303347,0.995562283,-47.75730641,0.312520464,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1373,77139_1373_907058_0,907058,4,10,0,0.111111111,0.333333333,0.555555556,0.777777778,1,1,1,1,0.762959749,0.589990971,0.276555947,0.896037531,0.858056724,-4.568825197,-0.124622961,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1373,73520_1373_907067_0,907067,4,10,0,0.111111111,0.333333333,0.555555556,0.777777778,1,1,0.456890318,0.355519753,0.319339288,0.307731512,0.478209524,0.076863537,1.568655759,-65.2320143,0.365200001,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1373,77540_1373_1298144_0,1298144,4,10,0,0.111111111,0.333333333,0.555555556,0.777777778,1,1,0.534937139,0.488308573,0.438045884,0.461085881,0.514062761,-0.203284908,-5.391354016,-9.773045064,0.473726447,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1373,77380_1373_1298145_0,1298145,4,10,0,0.111111111,0.333333333,0.555555556,0.777777778,1,1,0.720292873,0.606574669,0.477350757,0.526583994,1,0.073222934,2.870430258,-65.37821919,0.652627348,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
1373,80377_1373_907171_0,907171,4,10,0,0.111111111,0.333333333,0.555555556,0.777777778,1,1,0.994605295,0.757815617,0.237470467,0.390648109,0.887721088,0.325860355,2.032426228,-87.80470146,0.505279874,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1373,77818_1373_907172_0,907172,4,10,0,0.111111111,0.333333333,0.555555556,0.777777778,1,1,0.634509247,0.533592438,0.380182694,0.411917335,0.569199775,-0.143371698,-1.064810182,-7.500305543,0.463682841,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1373,77452_1373_1298160_0,1298160,4,10,0,0.111111111,0.333333333,0.555555556,0.777777778,1,1,0.296365084,0.253448037,0.240185307,0.281401154,0.358357927,0.037085626,1.280823185,-58.42131332,0.283348122,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1373,78117_1373_753579_0,753579,4,10,0,0.111111111,0.333333333,0.555555556,0.777777778,1,1,1,1,0.628508157,0.699679318,1,0.393169552,4.465500934,-143.3958966,0.776062489,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1373,80094_1373_905974_0,905974,4,10,0,0.111111111,0.333333333,0.555555556,0.777777778,1,1,0.369404381,0.218782185,0.192518254,0.181945945,0.173325543,-0.461943684,-5.510495289,-4.124242166,0.173594501,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1373,80148_1373_905975_0,905975,4,10,0,0.111111111,0.333333333,0.555555556,0.777777778,1,1,0.264575903,0.226320135,0.226474229,0.215728121,0.280956556,0.056920681,1.287704225,-65.85289872,0.237369759,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1373,77087_1373_908124_0,908124,4,10,0,0.111111111,0.333333333,0.555555556,0.777777778,1,1,0.1767559,0.171388263,0.174579009,0.155370805,0.202081993,-0.028049598,-2.895447704,-50.37994245,0.175854332,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1373,77117_1373_908125_0,908125,4,10,0,0.111111111,0.333333333,0.555555556,0.777777778,1,1,0.954651069,0.896326122,0.716847107,0.608687686,0.83625263,0.313511409,3.889463504,-29.57194195,0.720349519,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
1373,77526_1373_925339_0,925339,4,10,0,0.111111111,0.333333333,0.555555556,0.777777778,1,1,0.177891232,0.116210894,0.100213831,0.04621799,0.205636524,0.054528575,1.06080271,-48.30247213,0.117069461,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1373,64369_1373_971777_0,971777,4,10,0,0.111111111,0.333333333,0.555555556,0.777777778,1,1,0.507777196,0.287841012,0.247096172,0.284028041,0.658979322,0.087452292,1.584344615,-73.16825383,0.369486134,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1373,78222_1373_908128_0,908128,4,10,0,0.111111111,0.333333333,0.555555556,0.777777778,1,1,0.977794627,0.907345036,0.660039721,0.671087401,0.800586662,0.329130795,3.592908077,-94.72597774,0.710571249,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0
1373,77325_1373_909713_0,909713,4,10,0,0.111111111,0.333333333,0.555555556,0.777777778,1,1,0.205765607,0.159724494,0.077253916,0.058587402,0.153482415,-0.652085077,-13.09240205,-4.069521377,0.102075613,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1373,77842_1373_909723_0,909723,4,10,0,0.111111111,0.333333333,0.555555556,0.777777778,1,1,0.423617758,0.217655862,0.11926932,0.085717099,0.355432471,-0.003385852,0.192355082,-12.27893795,0.190110561,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1373,58180_1373_905955_0,905955,4,10,0,0.111111111,0.333333333,0.555555556,0.777777778,1,1,0.919605882,0.864145314,0.602685288,0.277818261,0.451443278,0.47232062,1.704450986,-12.97456255,0.362774726,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0
1373,76473_1373_909725_0,909725,4,10,0,0.111111111,0.333333333,0.555555556,0.777777778,1,1,0.40777075,0.369184193,0.277096359,0.219184651,0.34800562,-1.216182714,-18.27982642,-2.449835451,0.284057024,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1373,63353_1373_905954_0,905954,4,10,0,0.111111111,0.333333333,0.555555556,0.777777778,1,1,0.342442699,0.264805094,0.250900186,0.264412617,0.377687155,0.070516524,1.400421883,-70.46156436,0.289451263,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0
1373,78121_1373_909724_0,909724,4,10,0,0.111111111,0.333333333,0.555555556,0.777777778,1,1,0.430210757,0.380099573,0.336369819,0.333948266,0.489129678,0.057994605,1.588724828,-56.8384766,0.384886796,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1373,77624_1373_909726_0,909726,4,10,0,0.111111111,0.333333333,0.555555556,0.777777778,1,1,0.957915873,0.953003229,0.858629652,1,0.682010772,1.022062422,0.774087285,-71.53084485,-0.337933917,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1373,81767_1373_909727_0,909727,4,10,0,0.111111111,0.333333333,0.555555556,0.777777778,1,1,0.80444076,0.870583471,0.708673888,0.751342603,0.957409346,-0.016960534,-2.08409172,-119.5269406,0.818489962,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
1373,80135_1373_905977_0,905977,4,10,0,0.111111111,0.333333333,0.555555556,0.777777778,1,1,0.275343016,0.266888259,0.246239418,0.245672805,0.319830873,-0.026695928,-1.357390518,-37.57353928,0.269657934,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0
1373,63030_1373_930301_0,930301,4,10,0,0.111111111,0.333333333,0.555555556,0.777777778,1,1,0.830720691,0.811362808,0.824485632,0.773815043,0.875705868,0.030673999,5.425416618,-57.39955091,0.821342335,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1373,77962_1373_909784_0,909784,4,10,0,0.111111111,0.333333333,0.555555556,0.777777778,1,1,0.500057759,0.438012982,0.325036805,0.321298884,0.616895864,-0.082466403,-1.392989829,-13.83765899,0.424410644,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0
1373,65029_1373_1299080_0,1299080,4,10,0,0.111111111,0.333333333,0.555555556,0.777777778,1,1,0.247277655,0.192369376,0.163795234,0.198733077,0.287981169,0.056080484,1.231011302,-59.29030718,0.210719709,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
